"Time","cpu","endpoint","id","instance","job","metrics_path","namespace","node","pod","service","Value #A"
1758436780000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.008433104796989653
1758436790000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.3666201089885623
1758436800000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.3666201089885623
1758436810000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.3666201089885623
1758436820000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.5521060139459457
1758436830000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.2583230436472737
1758436840000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.2583230436472737
1758436850000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,2.1855793193476996
1758436860000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,2.1855793193476996
1758436870000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.7956844422864409
1758436880000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.1320070240005375
1758436890000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.1320070240005375
1758436900000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.1320070240005375
1758436910000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.1069459874999992
1758436920000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,2.2444907614688088
1758436930000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.9363231185997807
1758436940000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.9363231185997807
1758436950000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.4412666810953954
1758436960000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.199964608772278
1758436970000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.1973019330305268
1758436980000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.1973019330305268
1758436990000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.005499253234948126
1758437000000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.005679280678469149
1758437010000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.006774444981308585
1758437020000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.005885901250399061
1758437030000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.007382751135481716
1758437040000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.008024024382955072
1758437050000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.0074544659329473075
1758437060000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.212140264008446
1758437070000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.212140264008446
1758437080000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.2121402640084455
1758437090000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.220858123920128
1758437100000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.2208581239201282
1758437110000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.2208581239201282
1758437120000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.7581402156488126
1758437130000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.758140215648813
1758437140000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.758140215648813
1758437150000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.5421265895065115
1758437160000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.5421265895065115
1758437170000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.5421265895065115
1758437180000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.4985859160152017
1758437190000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.4985859160152017
1758437200000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.4985859160152017
1758437210000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.0666589491059149
1758437220000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.0666589491059149
1758437230000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.0666589491059149
1758437240000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.36201780796768707
1758437250000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.36201780796768707
1758437260000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.36201780796768707
1758437270000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,0.3894499560170175
1758437280000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.2622287197764746
1758437290000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.262228719776474
1758437300000,total,https-metrics,/kubepods/besteffort/pod0619af9d-2006-44ba-92b4-f852c36e62b8,192.168.49.2:10250,kubelet,/metrics/cadvisor,custom-collector,minikube,custom-collector-849864d698-glb2p,prometheus-stack-kube-prom-kubelet,1.8641909358771938
1758435840000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.00047040581633779176
1758435850000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005444114668035137
1758435860000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0006184171172692357
1758435870000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005858719178526968
1758435880000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0007667686064633751
1758435890000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0007428324137184895
1758435900000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0007428324137184895
1758435910000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0007428324137184895
1758435920000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.00043913750000000004
1758435930000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0006216817890511689
1758435940000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0006177351820871258
1758435950000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0006177351820871258
1758435960000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.000618662465913002
1758435970000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.000523080833436293
1758435980000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.00047152562794354285
1758435990000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005926133425271508
1758436000000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005926133425271508
1758436010000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005950811272416741
1758436020000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005829381197667296
1758436030000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005829381197667296
1758436040000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005829381197667296
1758436050000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005779376030759321
1758436060000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0004469079085640719
1758436070000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0004882084549307808
1758436080000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005672985382195925
1758436090000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005672985382195925
1758436100000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005734937377585308
1758436110000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005787747509606677
1758436120000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005787747509606677
1758436130000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005828030380786206
1758436140000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005859824313762091
1758436150000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0005859824313762091
1758436160000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.0018652188594074895
1758436170000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.002183728138144786
1758436180000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.002183728138144786
1758436190000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.008095453933491897
1758436200000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.008095453933491897
1758436210000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.008095453933491897
1758436220000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.014768013849992922
1758436230000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.015491248407497103
1758436240000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.015491248407497103
1758436250000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.01632294171592605
1758436260000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.019040573606097073
1758436270000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.019040573606097073
1758436280000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.018699078601236797
1758436290000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.013810648871788705
1758436300000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.013810648871788705
1758436310000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.01095036557719159
1758436320000,total,https-metrics,/kubepods/besteffort/pod3133c9d8-cddb-476f-b918-014f3ffd2936,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-custom-5f89c5dc6c-hqjq4,prometheus-stack-kube-prom-kubelet,0.007619821324372725
