"Time","cpu","endpoint","id","instance","job","metrics_path","namespace","node","pod","service","Value #A"
1758433890000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.002474286141426223
1758433905000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.00790167940145177
1758433920000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.00998325802859447
1758433935000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.012538432212620732
1758433950000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.014495789707234105
1758433965000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.019346153846153846
1758433980000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.019346153846153846
1758433995000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.014459930550827255
1758434010000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.014459930550827255
1758434025000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.00824500320079664
1758434040000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.00824500320079664
1758434055000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.00245301823517082
1758434070000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.00245301823517082
1758434085000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0007027710462543554
1758434100000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0007027710462543554
1758434115000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0006318027741385372
1758434130000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0006318027741385372
1758434145000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0005801444468762277
1758434160000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0005967962893047934
1758434175000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0005977117578727849
1758434190000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.000610427863321132
1758434205000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0006321399511798248
1758434220000,total,https-metrics,/kubepods/besteffort/pod1a494f39-dfdd-4ed0-9f59-46858b6dbd9b,192.168.49.2:10250,kubelet,/metrics/cadvisor,sample,minikube,sample-service-59d7988dd4-2r57f,prometheus-stack-kube-prom-kubelet,0.0006024209342055831
1758432480000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.00029694310966080895
1758432495000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0003790116448559251
1758432510000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0004416691547846058
1758432525000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005030200326112276
1758432540000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006201956673654787
1758432555000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0004946267179128814
1758432570000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006524383024980359
1758432585000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006440729483282677
1758432600000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006568405230005729
1758432615000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006369169595130757
1758432630000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006474813334735515
1758432645000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.00036760000000000026
1758432660000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005807813255926464
1758432675000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005848477674132295
1758432690000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005808674175976359
1758432705000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.00047184563643736617
1758432720000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006360061480727389
1758432735000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.000554637574017706
1758432750000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006489065755167722
1758432765000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005100090242865399
1758432780000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006349561704625734
1758432795000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0004621836506125743
1758432810000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006432228813750476
1758432825000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006432228813750476
1758432840000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006291113847620559
1758432855000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005494125193321029
1758432870000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006609270618762019
1758432885000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006609270618762019
1758432900000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006025599164108929
1758432915000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006473811049633997
1758432930000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006809325387587881
1758432945000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005781419890746002
1758432960000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006343937298294146
1758432975000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006286918370702414
1758432990000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006427974577773274
1758433005000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005399677200178933
1758433020000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005638482894210926
1758433035000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006083701572352199
1758433050000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0007248710257948414
1758433065000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0014135120829378701
1758433080000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0016451624273042358
1758433095000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.001528025000000001
1758433110000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0031798731001918264
1758433125000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0031798731001918264
1758433140000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.003804943311616888
1758433155000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.003882797178233762
1758433170000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0029356627190533563
1758433185000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0016738076884771388
1758433200000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0015791141063302798
1758433215000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0015791141063302798
1758433230000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0007520970814520111
1758433245000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0007520970814520111
1758433260000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.00062340820513934
1758433275000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006238719965208564
1758433290000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006237693811231159
1758433305000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006993851275019623
1758433320000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0007452684670567797
1758433335000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0007158580572156029
1758433350000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0007368913743845363
1758433365000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006319959107011397
1758433380000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0012564168453928198
1758433395000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0014288983137306348
1758433410000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0018491817241589091
1758433425000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.002415064293368257
1758433440000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0024574893657445017
1758433455000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.002020950675157556
1758433470000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0024868562938822445
1758433485000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0024868562938822445
1758433500000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.001691281636344165
1758433515000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.001691281636344165
1758433530000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0010855932294988062
1758433545000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0009953695442703697
1758433560000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.000683313993966118
1758433575000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0005988993260421182
1758433590000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006879861358886792
1758433605000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006879861358886792
1758433620000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.000617405438650442
1758433635000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0006174054386504419
1758433650000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0009640502537972338
1758433665000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0009552130248819101
1758433680000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0015698464348918209
1758433695000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0015698464348918209
1758433710000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.00220687882611337
1758433725000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0023151344957251818
1758433740000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.002570260223048329
1758433755000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.002004952905824041
1758433770000,total,https-metrics,/kubepods/besteffort/pod76888b40-62ca-48ab-93d0-b36b495d794b,192.168.49.2:10250,kubelet,/metrics/cadvisor,monitoring,minikube,tempo-0,prometheus-stack-kube-prom-kubelet,0.0023438718759375065
